Date,Open,High,Low,Close,Volume,Currency,H-L,O-C,SMA_7,SMA_14,SMA_21
2009-09-28,21388.0,21834.0,20943.0,21076.0,2875880,VND,891.0,312.0,20789.85714285714,20789.928571428572,20849.380952380954
2009-09-29,21299.0,21388.0,20809.0,20854.0,2321764,VND,579.0,445.0,20764.428571428572,20815.428571428572,20838.809523809523
2009-09-30,20943.0,20943.0,20631.0,20675.0,1824277,VND,312.0,268.0,20758.0,20828.14285714286,20802.714285714286
2009-10-01,20675.0,20720.0,20319.0,20408.0,2808488,VND,401.0,267.0,20732.571428571428,20824.928571428572,20762.380952380954
2009-10-02,20185.0,20185.0,19027.0,19962.0,3887079,VND,1158.0,223.0,20630.714285714286,20786.714285714286,20713.571428571428
2009-10-05,19606.0,20052.0,19428.0,19695.0,2014286,VND,624.0,-89.0,20503.428571428572,20716.714285714286,20662.619047619046
2009-10-06,19829.0,19873.0,19606.0,19651.0,1638791,VND,267.0,178.0,20331.571428571428,20573.5,20620.190476190477
2009-10-07,19873.0,19962.0,19651.0,19829.0,1451278,VND,311.0,44.0,20153.428571428572,20471.64285714286,20577.761904761905
2009-10-08,19918.0,20052.0,19651.0,19829.0,1150040,VND,401.0,89.0,20007.0,20385.714285714286,20545.95238095238
2009-10-09,20052.0,20408.0,19829.0,20052.0,2515674,VND,579.0,0.0,19918.0,20338.0,20524.761904761905
2009-10-12,20363.0,20720.0,20096.0,20363.0,2285572,VND,624.0,0.0,19911.571428571428,20322.071428571428,20520.47619047619
2009-10-13,20497.0,20497.0,19962.0,20007.0,1780440,VND,535.0,490.0,19918.0,20274.35714285714,20497.14285714286
2009-10-14,19918.0,21388.0,19784.0,20854.0,4129349,VND,1604.0,-936.0,20083.571428571428,20293.5,20505.666666666668
2009-10-15,21344.0,21968.0,21121.0,21388.0,7968692,VND,847.0,-44.0,20331.714285714286,20331.64285714286,20492.904761904763
2009-10-16,21522.0,21522.0,20542.0,20720.0,2971665,VND,980.0,802.0,20459.0,20306.214285714286,20467.428571428572
2009-10-19,20720.0,20943.0,20497.0,20675.0,2556858,VND,446.0,45.0,20579.85714285714,20293.428571428572,20450.428571428572
2009-10-20,20898.0,20943.0,20497.0,20720.0,2537202,VND,446.0,178.0,20675.285714285714,20296.64285714286,20450.428571428572
2009-10-21,20586.0,21834.0,20363.0,21611.0,5791540,VND,1471.0,-1025.0,20853.571428571428,20382.571428571428,20499.238095238095
2009-10-22,21834.0,22190.0,21166.0,21522.0,9666607,VND,1024.0,312.0,21070.0,20494.0,20539.571428571428
2009-10-23,21789.0,22725.0,21522.0,21745.0,13997977,VND,1203.0,44.0,21197.285714285714,20640.428571428572,20594.761904761905
2009-10-26,21834.0,21923.0,20987.0,20987.0,6424281,VND,936.0,847.0,21140.0,20735.85714285714,20601.095238095237
2009-10-27,20720.0,21032.0,20052.0,20765.0,5248657,VND,980.0,-45.0,21146.428571428572,20802.714285714286,20586.285714285714
2009-10-28,20586.0,20898.0,20274.0,20542.0,3050289,VND,624.0,44.0,21127.428571428572,20853.64285714286,20571.428571428572
2009-10-29,20408.0,20408.0,19606.0,19962.0,5802461,VND,802.0,446.0,21019.14285714286,20847.214285714286,20537.47619047619
2009-10-30,20497.0,20720.0,19918.0,20141.0,3370560,VND,802.0,356.0,20809.14285714286,20831.35714285714,20524.761904761905
2009-11-02,20274.0,20274.0,18938.0,19160.0,5463314,VND,1336.0,1114.0,20471.714285714286,20770.85714285714,20486.571428571428
2009-11-03,19160.0,19383.0,18492.0,18893.0,4604840,VND,891.0,267.0,20064.285714285714,20630.785714285714,20448.380952380954
2009-11-04,18715.0,19383.0,18715.0,19071.0,3606277,VND,668.0,-356.0,19790.571428571428,20465.285714285714,20420.761904761905
2009-11-05,19160.0,19383.0,18982.0,19250.0,2844836,VND,401.0,-90.0,19574.14285714286,20360.285714285714,20393.190476190477
2009-11-06,19651.0,20007.0,18982.0,19071.0,2263420,VND,1025.0,580.0,19364.0,20245.714285714286,20357.095238095237
2009-11-09,18492.0,19294.0,18358.0,18492.0,2731423,VND,936.0,0.0,19154.0,20086.571428571428,20282.809523809523
2009-11-10,18715.0,18938.0,18046.0,18225.0,2896940,VND,892.0,490.0,18880.285714285714,19844.714285714286,20181.0
2009-11-11,18403.0,18715.0,18314.0,18581.0,2707555,VND,401.0,-178.0,18797.571428571428,19634.64285714286,20113.095238095237
2009-11-12,18581.0,18893.0,18492.0,18581.0,2206479,VND,401.0,0.0,18753.0,19408.64285714286,20004.85714285714
2009-11-13,18670.0,18670.0,18314.0,18403.0,2106483,VND,356.0,267.0,18657.571428571428,19224.071428571428,19862.714285714286
2009-11-16,18670.0,18670.0,18180.0,18269.0,1942526,VND,490.0,401.0,18517.428571428572,19045.785714285714,19746.0
2009-11-17,18617.0,18617.0,18075.0,18165.0,1264961,VND,542.0,452.0,18388.0,18876.0,19626.47619047619
2009-11-18,18301.0,18301.0,17894.0,18165.0,1797835,VND,407.0,136.0,18341.285714285714,18747.64285714286,19504.809523809523
2009-11-19,18075.0,18256.0,18075.0,18165.0,1699383,VND,181.0,-90.0,18332.714285714286,18606.5,19340.714285714286
2009-11-20,18301.0,18301.0,17985.0,18030.0,1119897,VND,316.0,271.0,18254.0,18525.785714285714,19174.428571428572
2009-11-23,18075.0,18075.0,17533.0,17578.0,1278960,VND,542.0,497.0,18110.714285714286,18431.85714285714,18976.0
2009-11-24,17713.0,18075.0,17216.0,17216.0,1223580,VND,859.0,497.0,17941.14285714286,18299.35714285714,18796.428571428572
2009-11-25,17262.0,17397.0,16222.0,16267.0,3938870,VND,1175.0,995.0,17655.14285714286,18086.285714285714,18582.238095238095
2009-11-26,15861.0,16267.0,15228.0,15228.0,3215551,VND,1039.0,633.0,17235.571428571428,17811.785714285714,18329.190476190477
2009-11-27,14460.0,16448.0,14370.0,16042.0,5146913,VND,2078.0,-1582.0,16932.285714285714,17636.785714285714,18142.52380952381
2009-11-30,15906.0,16629.0,15861.0,16629.0,2185953,VND,768.0,-723.0,16712.85714285714,17522.785714285714,17975.285714285714
2009-12-01,17533.0,17578.0,17171.0,17578.0,1492479,VND,407.0,-45.0,16648.285714285714,17451.14285714286,17899.95238095238
2009-12-02,18708.0,18753.0,16539.0,16810.0,4449746,VND,2214.0,1898.0,16538.571428571428,17324.64285714286,17800.761904761905
2009-12-03,16493.0,17081.0,16493.0,16719.0,4202999,VND,588.0,-226.0,16467.571428571428,17204.35714285714,17688.761904761905
2009-12-04,16900.0,16945.0,16539.0,16719.0,1492171,VND,406.0,181.0,16532.14285714286,17093.64285714286,17568.238095238095
2009-12-07,16900.0,16900.0,16629.0,16719.0,1640157,VND,271.0,181.0,16745.14285714286,16990.35714285714,17456.238095238095
2009-12-08,16719.0,16810.0,16222.0,16267.0,1642003,VND,588.0,452.0,16777.285714285714,16854.785714285714,17350.285714285714
2009-12-09,15816.0,15861.0,15499.0,15725.0,2082424,VND,362.0,91.0,16648.14285714286,16680.5,17231.238095238095
2009-12-10,15635.0,16267.0,15590.0,15816.0,2973266,VND,677.0,-181.0,16396.428571428572,16522.35714285714,17099.571428571428
2009-12-11,15816.0,16042.0,15635.0,15906.0,2417932,VND,407.0,-90.0,16267.285714285714,16402.928571428572,16972.190476190477
2009-12-14,15816.0,16855.0,15816.0,16855.0,2470081,VND,1039.0,-1039.0,16286.714285714286,16377.142857142857,16898.47619047619
2009-12-15,17397.0,17397.0,16674.0,16719.0,1836293,VND,723.0,678.0,16286.714285714286,16409.428571428572,16824.666666666668
2009-12-16,16674.0,16810.0,16132.0,16177.0,1668462,VND,678.0,497.0,16209.285714285714,16477.214285714286,16730.0
2009-12-17,16267.0,16765.0,15816.0,16674.0,1682307,VND,949.0,-407.0,16267.42857142857,16522.35714285714,16659.0
2009-12-18,16629.0,17262.0,16493.0,17036.0,2538075,VND,769.0,-407.0,16454.714285714286,16551.428571428572,16605.238095238095
2009-12-21,17171.0,17533.0,16900.0,17397.0,1925516,VND,633.0,-226.0,16680.571428571428,16538.5,16575.095238095237
2009-12-22,17578.0,17578.0,16900.0,16900.0,1654925,VND,678.0,678.0,16822.571428571428,16544.928571428572,16542.809523809523
2009-12-23,16810.0,16945.0,16719.0,16855.0,1206812,VND,226.0,-45.0,16822.571428571428,16554.64285714286,16525.619047619046
2009-12-24,16945.0,16945.0,16493.0,16855.0,1545704,VND,452.0,90.0,16842.0,16564.35714285714,16553.619047619046
2009-12-25,16855.0,17171.0,16719.0,17126.0,1535859,VND,452.0,-271.0,16977.571428571428,16593.428571428572,16644.0
2009-12-28,17081.0,17171.0,16539.0,16584.0,2444545,VND,632.0,497.0,16964.714285714286,16616.071428571428,16669.809523809523
2009-12-29,16719.0,16719.0,16403.0,16448.0,917916,VND,316.0,271.0,16880.714285714286,16667.714285714286,16661.190476190477
2009-12-30,16448.0,16719.0,16448.0,16719.0,988986,VND,271.0,-271.0,16783.85714285714,16732.214285714286,16620.285714285714
2009-12-31,16674.0,16990.0,16448.0,16810.0,2383474,VND,542.0,-136.0,16771.0,16796.785714285714,16620.285714285714
2010-01-04,16719.0,17894.0,16629.0,17894.0,4254841,VND,1265.0,-1175.0,16919.428571428572,16871.0,16676.238095238095
2010-01-05,18301.0,18662.0,17759.0,17894.0,2967728,VND,903.0,407.0,17067.85714285714,16954.928571428572,16732.190476190477
2010-01-06,17849.0,18075.0,17397.0,17397.0,2004893,VND,678.0,452.0,17106.571428571428,17042.071428571428,16764.47619047619
2010-01-07,17804.0,17894.0,17307.0,17397.0,2064426,VND,587.0,407.0,17222.714285714286,17093.714285714286,16818.285714285714
2010-01-08,17442.0,18075.0,17126.0,17262.0,2247948,VND,949.0,180.0,17339.0,17109.85714285714,16891.47619047619
2010-01-11,17442.0,17442.0,17081.0,17171.0,1210351,VND,361.0,271.0,17403.571428571428,17093.714285714286,16956.0
2010-01-12,17171.0,17171.0,16629.0,16719.0,1709382,VND,542.0,452.0,17390.571428571428,17080.785714285714,16994.714285714286
2010-01-13,16719.0,17442.0,16403.0,16990.0,2139342,VND,1039.0,-271.0,17261.428571428572,17090.428571428572,17001.14285714286
2010-01-14,17216.0,17262.0,16719.0,16990.0,1045289,VND,543.0,226.0,17132.285714285714,17100.071428571428,17014.04761904762
2010-01-15,16945.0,17036.0,16629.0,16719.0,590407,VND,407.0,226.0,17035.428571428572,17071.0,17039.85714285714
2010-01-18,16945.0,16945.0,16087.0,16222.0,1342800,VND,858.0,723.0,16867.571428571428,17045.14285714286,17018.333333333332
2010-01-19,16267.0,16493.0,16132.0,16358.0,877612,VND,361.0,-91.0,16738.428571428572,17038.714285714286,16986.04761904762
2010-01-20,16493.0,16493.0,16042.0,16132.0,594253,VND,451.0,361.0,16590.0,16996.785714285714,16925.809523809523
2010-01-21,16042.0,16358.0,15725.0,15770.0,2240102,VND,633.0,272.0,16454.428571428572,16922.5,16872.0
2010-01-22,15770.0,15951.0,15680.0,15951.0,1135434,VND,271.0,-181.0,16306.0,16783.714285714286,16828.95238095238
2010-01-25,15861.0,15861.0,15680.0,15861.0,2115806,VND,181.0,0.0,16144.714285714286,16638.5,16781.619047619046
2010-01-26,15906.0,16493.0,15906.0,16493.0,1397872,VND,587.0,-587.0,16112.42857142857,16573.928571428572,16751.47619047619
2010-01-27,16674.0,16674.0,15951.0,15996.0,630558,VND,723.0,678.0,16080.142857142857,16473.85714285714,16723.47619047619
2010-01-28,15816.0,16132.0,15770.0,15861.0,1249116,VND,362.0,-45.0,16009.142857142857,16373.785714285714,16695.52380952381
2010-01-29,15590.0,15951.0,15590.0,15861.0,1945668,VND,361.0,-271.0,15970.42857142857,16280.214285714286,16654.666666666668
2010-02-01,15725.0,15951.0,15680.0,15906.0,990832,VND,271.0,-181.0,15989.857142857143,16222.142857142857,16611.619047619046
2010-02-02,15996.0,15996.0,15770.0,15861.0,1154048,VND,226.0,135.0,15977.0,16141.5,16514.809523809523
2010-02-03,15861.0,15951.0,15816.0,15906.0,1018368,VND,135.0,-45.0,15983.42857142857,16064.07142857143,16420.14285714286
2010-02-04,15861.0,16087.0,15861.0,16087.0,1094361,VND,226.0,-226.0,15925.42857142857,16018.92857142857,16357.761904761905
2010-02-05,15861.0,15951.0,15770.0,15816.0,844076,VND,181.0,45.0,15899.714285714286,15989.92857142857,16282.47619047619
2010-02-08,15816.0,16177.0,15680.0,16087.0,1056057,VND,497.0,-271.0,15932.0,15970.57142857143,16226.52380952381
2010-02-09,15996.0,16042.0,15770.0,15816.0,605021,VND,272.0,180.0,15925.57142857143,15948.0,16162.0
2010-02-10,15906.0,15906.0,15816.0,15861.0,552411,VND,90.0,45.0,15919.142857142857,15954.5,16121.142857142857
2010-02-11,15951.0,16403.0,15816.0,16222.0,1012676,VND,587.0,-271.0,15970.714285714286,15973.857142857143,16084.57142857143
2010-02-12,16267.0,16358.0,16132.0,16222.0,662247,VND,226.0,45.0,16015.857142857143,15999.642857142857,16048.0
2010-02-22,16493.0,16629.0,16267.0,16493.0,603329,VND,362.0,0.0,16073.857142857143,15999.642857142857,16037.238095238095
2010-02-23,16313.0,16358.0,16042.0,16132.0,336431,VND,316.0,181.0,16119.0,16009.357142857143,16032.952380952382
2010-02-24,15364.0,16177.0,15364.0,16132.0,689014,VND,813.0,-768.0,16125.42857142857,16028.714285714286,16022.190476190477
2010-02-25,16177.0,16222.0,15906.0,15996.0,697936,VND,316.0,181.0,16151.142857142857,16038.357142857143,16015.714285714286
2010-02-26,15996.0,16493.0,15996.0,16493.0,1908287,VND,497.0,-497.0,16241.42857142857,16080.285714285714,16050.142857142857
2010-03-01,16719.0,16855.0,16493.0,16810.0,1342031,VND,362.0,-91.0,16325.42857142857,16148.07142857143,16091.047619047618
2010-03-02,17171.0,17171.0,16539.0,16629.0,1405563,VND,632.0,542.0,16383.57142857143,16199.714285714286,16127.619047619048
2010-03-03,16584.0,16945.0,16584.0,16855.0,1319725,VND,361.0,-271.0,16435.285714285714,16254.57142857143,16144.857142857143
2010-03-04,17326.0,17373.0,16714.0,16761.0,1279421,VND,659.0,565.0,16525.14285714286,16322.07142857143,16181.285714285714
2010-03-05,16808.0,16808.0,16667.0,16761.0,906686,VND,141.0,47.0,16615.0,16370.214285714286,16224.142857142857
2010-03-08,16855.0,16949.0,16714.0,16761.0,1046366,VND,235.0,94.0,16724.285714285714,16437.714285714286,16267.0
2010-03-09,16808.0,16808.0,16525.0,16667.0,1108821,VND,283.0,141.0,16749.14285714286,16495.285714285714,16303.238095238095
2010-03-10,16761.0,16761.0,16525.0,16572.0,1415101,VND,236.0,189.0,16715.14285714286,16520.285714285714,16337.095238095239
2010-03-11,16714.0,16714.0,16478.0,16478.0,974680,VND,236.0,236.0,16693.571428571428,16538.571428571428,16364.333333333334
2010-03-12,16572.0,16619.0,16478.0,16619.0,1143126,VND,141.0,-47.0,16659.85714285714,16547.571428571428,16389.666666666668
2010-03-15,16714.0,17043.0,16478.0,16478.0,1520322,VND,565.0,236.0,16619.428571428572,16572.285714285714,16421.190476190477
2010-03-16,16855.0,16855.0,16431.0,16478.0,1254962,VND,424.0,377.0,16579.0,16597.0,16439.809523809523
2010-03-17,16478.0,16525.0,16384.0,16478.0,1510938,VND,141.0,0.0,16538.571428571428,16631.428571428572,16471.333333333332
2010-03-18,16572.0,16572.0,16431.0,16525.0,1268345,VND,141.0,47.0,16518.285714285714,16633.714285714286,16502.95238095238
2010-03-19,16572.0,16572.0,16431.0,16478.0,1362029,VND,141.0,94.0,16504.85714285714,16610.0,16515.14285714286
2010-03-22,16431.0,16525.0,16243.0,16478.0,1498017,VND,282.0,-47.0,16504.85714285714,16599.214285714286,16527.333333333332
2010-03-23,16478.0,16478.0,16290.0,16431.0,1391257,VND,188.0,47.0,16478.0,16568.928571428572,16524.380952380954
2010-03-24,16431.0,16525.0,16243.0,16478.0,1366490,VND,282.0,-47.0,16478.0,16548.714285714286,16540.85714285714
2010-03-25,16478.0,16478.0,16337.0,16478.0,2151495,VND,141.0,0.0,16478.0,16528.5,16557.333333333332
2010-03-26,16384.0,16431.0,16337.0,16384.0,1793528,VND,94.0,0.0,16464.571428571428,16501.571428571428,16575.809523809523
2010-03-29,16431.0,16431.0,16337.0,16337.0,1061749,VND,94.0,94.0,16437.714285714286,16478.0,16568.380952380954
2010-03-30,16337.0,16478.0,16055.0,16431.0,1826448,VND,423.0,-94.0,16431.0,16467.928571428572,16550.333333333332
2010-03-31,16337.0,16337.0,16149.0,16149.0,919300,VND,188.0,188.0,16384.0,16444.428571428572,16527.47619047619
2010-04-01,16243.0,16478.0,16055.0,16431.0,1072056,VND,423.0,-188.0,16384.0,16431.0,16507.285714285714
2010-04-02,16478.0,16478.0,16243.0,16337.0,804234,VND,235.0,141.0,16363.857142857143,16420.928571428572,16487.095238095237
2010-04-05,16478.0,16478.0,16337.0,16384.0,557334,VND,141.0,94.0,16350.42857142857,16414.214285714286,16469.14285714286
2010-04-06,16384.0,16431.0,16290.0,16384.0,790081,VND,141.0,0.0,16350.42857142857,16407.5,16451.190476190477
2010-04-07,16337.0,16384.0,16290.0,16290.0,563333,VND,94.0,47.0,16343.714285714286,16390.714285714286,16433.238095238095
2010-04-08,16384.0,16431.0,16243.0,16337.0,697628,VND,188.0,47.0,16330.285714285714,16380.642857142857,16422.04761904762
2010-04-09,16337.0,16337.0,16243.0,16290.0,1227118,VND,94.0,47.0,16350.42857142857,16367.214285714286,16413.095238095237
2010-04-12,16290.0,16337.0,16149.0,16196.0,1122820,VND,188.0,94.0,16316.857142857143,16350.42857142857,16392.95238095238
2010-04-13,16243.0,16243.0,16007.0,16055.0,1003754,VND,236.0,188.0,16276.57142857143,16320.214285714286,16372.809523809523
2010-04-14,16007.0,16102.0,15678.0,15819.0,1411871,VND,424.0,188.0,16195.857142857143,16273.142857142857,16341.42857142857
2010-04-15,15819.0,16007.0,15819.0,16007.0,1193583,VND,188.0,-188.0,16142.0,16246.214285714286,16319.0
2010-04-16,16007.0,16149.0,15866.0,15960.0,1006677,VND,283.0,47.0,16094.857142857143,16219.285714285714,16292.095238095239
2010-04-19,15960.0,15960.0,15678.0,15819.0,1114206,VND,282.0,141.0,16020.857142857143,16175.57142857143,16260.714285714286
2010-04-20,15772.0,15819.0,15490.0,15631.0,1193429,VND,329.0,141.0,15926.714285714286,16138.57142857143,16220.380952380952
2010-04-21,15725.0,15866.0,15537.0,15819.0,1110206,VND,329.0,-94.0,15872.857142857143,16094.857142857143,16191.238095238095
2010-04-22,15819.0,16619.0,15725.0,16243.0,1510938,VND,894.0,-424.0,15899.714285714286,16088.142857142857,16180.047619047618
2010-04-26,16478.0,16478.0,15960.0,16007.0,797004,VND,518.0,471.0,15926.57142857143,16061.214285714286,16157.619047619048
2010-04-27,16007.0,16007.0,15866.0,15960.0,499339,VND,141.0,47.0,15919.857142857143,16030.92857142857,16137.42857142857
2010-04-28,15960.0,16007.0,15725.0,15772.0,1087285,VND,282.0,188.0,15893.0,15993.92857142857,16110.52380952381
2010-04-29,15819.0,15913.0,15584.0,15913.0,2597608,VND,329.0,-94.0,15906.42857142857,15963.642857142857,16085.857142857143
2010-05-04,15960.0,16761.0,15772.0,16619.0,2385935,VND,989.0,-659.0,16047.57142857143,15987.142857142857,16108.238095238095
2010-05-05,16714.0,16808.0,16243.0,16337.0,774544,VND,565.0,377.0,16121.57142857143,15997.214285714286,16103.761904761905
