19/12/2002,5.23,21.50,13.21 (159.35 %),,13100,281650,0,0,21.50,21.50,21.50
20/12/2002,5.08,20.90,12.61 (152.11 %),,14500,303050,0,0,20.90,20.90,20.90
23/12/2002,5.08,20.90,12.61 (152.11 %),,8800,183920,0,0,20.90,20.90,20.90
24/12/2002,5.23,21.50,13.21 (159.35 %),,3300,70950,0,0,21.50,21.50,21.50
25/12/2002,5.23,21.50,13.21 (159.35 %),,6400,137600,0,0,21.50,21.50,21.50
26/12/2002,5.23,21.50,13.21 (159.35 %),,3100,66650,0,0,21.50,21.50,21.50
27/12/2002,5.10,21.00,12.71 (153.32 %),,5600,117600,0,0,21.00,21.00,21.00
30/12/2002,5.10,21.00,12.71 (153.32 %),,4000,84000,0,0,21.00,21.00,21.00
31/12/2002,5.15,21.20,12.91 (155.73 %),,6700,142040,0,0,21.20,21.20,21.20
02/01/2003,5.20,21.40,13.11 (158.14 %),,2000,42800,0,0,21.40,21.40,21.40
03/01/2003,5.27,21.70,13.41 (161.76 %),,1200,26040,0,0,21.70,21.70,21.70
06/01/2003,5.49,22.60,14.31 (172.62 %),,10000,226000,0,0,22.60,22.60,22.60
07/01/2003,5.49,22.60,14.31 (172.62 %),,15500,350300,0,0,22.60,22.60,22.60
08/01/2003,5.10,21.00,12.71 (153.32 %),,2100,44100,0,0,21.00,21.00,21.00
09/01/2003,4.98,20.50,12.21 (147.29 %),,1000,20500,0,0,20.50,20.50,20.50
10/01/2003,4.98,20.50,12.21 (147.29 %),,0,0,0,0,20.50,20.50,20.50
13/01/2003,5.03,20.70,12.41 (149.70 %),,100,2070,0,0,20.70,20.70,20.70
14/01/2003,4.98,20.50,12.21 (147.29 %),,1000,20500,0,0,20.50,20.50,20.50
15/01/2003,4.98,20.50,12.21 (147.29 %),,0,0,0,0,20.50,20.50,20.50
16/01/2003,4.86,20.00,11.71 (141.25 %),,2000,40000,0,0,20.00,20.00,20.00
17/01/2003,4.91,20.20,11.91 (143.67 %),,700,14140,0,0,20.20,20.20,20.20
20/01/2003,4.91,20.20,11.91 (143.67 %),,0,0,0,0,20.20,20.20,20.20
21/01/2003,4.91,20.20,11.91 (143.67 %),,1000,20200,0,0,20.20,20.20,20.20
22/01/2003,4.81,19.80,11.51 (138.84 %),,1000,19800,0,0,19.80,19.80,19.80
23/01/2003,4.81,19.80,11.51 (138.84 %),,0,0,0,0,19.80,19.80,19.80
24/01/2003,4.96,20.40,12.11 (146.08 %),,200,4080,0,0,20.40,20.40,20.40
27/01/2003,4.96,20.40,12.11 (146.08 %),,500,10200,0,0,20.40,20.40,20.40
28/01/2003,4.96,20.40,12.11 (146.08 %),,1300,26520,0,0,20.40,20.40,20.40
10/02/2003,4.81,19.80,11.51 (138.84 %),,500,9900,0,0,19.80,19.80,19.80
11/02/2003,4.76,19.60,11.31 (136.43 %),,500,9800,0,0,19.60,19.60,19.60
12/02/2003,4.76,19.60,11.31 (136.43 %),,1400,27440,0,0,19.60,19.60,19.60
13/02/2003,4.76,19.60,11.31 (136.43 %),,600,11760,0,0,19.60,19.60,19.60
14/02/2003,4.76,19.60,11.31 (136.43 %),,2600,50960,0,0,19.60,19.60,19.60
17/02/2003,4.74,19.50,11.21 (135.22 %),,1500,29250,0,0,19.50,19.50,19.50
18/02/2003,4.74,19.50,11.21 (135.22 %),,200,3900,0,0,19.50,19.50,19.50
19/02/2003,4.74,19.50,11.21 (135.22 %),,100,1950,0,0,19.50,19.50,19.50
20/02/2003,4.74,19.50,11.21 (135.22 %),,2000,39000,0,0,19.50,19.50,19.50
21/02/2003,4.74,19.50,11.21 (135.22 %),,400,7800,0,0,19.50,19.50,19.50
24/02/2003,4.74,19.50,11.21 (135.22 %),,0,0,0,0,19.50,19.50,19.50
25/02/2003,4.74,19.50,11.21 (135.22 %),,0,0,0,0,19.50,19.50,19.50
26/02/2003,4.74,19.50,11.21 (135.22 %),,0,0,0,0,19.50,19.50,19.50
27/02/2003,4.72,19.40,11.11 (134.02 %),,100,1940,0,0,19.40,19.40,19.40
28/02/2003,4.89,20.10,11.81 (142.46 %),,200,4020,0,0,20.10,20.10,20.10
03/03/2003,4.89,20.10,11.81 (142.46 %),,100,2010,0,0,20.10,20.10,20.10
04/03/2003,4.89,20.10,11.81 (142.46 %),,1000,20100,0,0,20.10,20.10,20.10
05/03/2003,4.72,19.40,11.11 (134.02 %),,1400,27160,0,0,19.40,19.40,19.40
06/03/2003,4.72,19.40,11.11 (134.02 %),,0,0,0,0,19.40,19.40,19.40
07/03/2003,4.72,19.40,11.11 (134.02 %),,0,0,0,0,19.40,19.40,19.40
10/03/2003,4.79,19.70,11.41 (137.64 %),,500,9850,0,0,19.70,19.70,19.70
11/03/2003,4.79,19.70,11.41 (137.64 %),,500,9850,0,0,19.70,19.70,19.70
12/03/2003,4.76,19.60,11.31 (136.43 %),,200,3920,0,0,19.60,19.60,19.60
13/03/2003,4.79,19.70,11.41 (137.64 %),,200,3940,0,0,19.70,19.70,19.70
14/03/2003,4.79,19.70,11.41 (137.64 %),,0,0,0,0,19.70,19.70,19.70
17/03/2003,4.79,19.70,11.41 (137.64 %),,0,0,0,0,19.70,19.70,19.70
18/03/2003,4.76,19.60,11.31 (136.43 %),,200,3920,0,0,19.60,19.60,19.60
19/03/2003,4.69,19.30,11.01 (132.81 %),,100,1930,0,0,19.30,19.30,19.30
20/03/2003,4.74,19.50,11.21 (135.22 %),,900,17550,0,0,19.50,19.50,19.50
21/03/2003,4.74,19.50,11.21 (135.22 %),,900,17550,0,0,19.50,19.50,19.50
24/03/2003,4.74,19.50,11.21 (135.22 %),,0,0,0,0,19.50,19.50,19.50
25/03/2003,4.69,19.30,11.01 (132.81 %),,100,1930,0,0,19.30,19.30,19.30
26/03/2003,4.72,19.40,11.11 (134.02 %),,300,5820,0,0,19.40,19.40,19.40
27/03/2003,4.72,19.40,11.11 (134.02 %),,200,3880,0,0,19.40,19.40,19.40
28/03/2003,4.72,19.40,11.11 (134.02 %),,0,0,0,0,19.40,19.40,19.40
31/03/2003,4.74,19.50,11.21 (135.22 %),,100,1950,0,0,19.50,19.50,19.50
01/04/2003,4.74,19.50,11.21 (135.22 %),,0,0,0,0,19.50,19.50,19.50
02/04/2003,4.74,19.50,11.21 (135.22 %),,2300,44850,0,0,19.50,19.50,19.50
03/04/2003,4.74,19.50,11.21 (135.22 %),,4200,81900,0,0,19.50,19.50,19.50
04/04/2003,4.72,19.40,11.11 (134.02 %),,100,1940,0,0,19.40,19.40,19.40
07/04/2003,4.52,18.60,10.31 (124.37 %),,1200,22320,0,0,18.60,18.60,18.60
08/04/2003,4.52,18.60,10.31 (124.37 %),,1200,22320,0,0,18.60,18.60,18.60
09/04/2003,4.52,18.60,10.31 (124.37 %),,0,0,0,0,18.60,18.60,18.60
10/04/2003,4.52,18.60,10.31 (124.37 %),,1200,22320,0,0,18.60,18.60,18.60
11/04/2003,4.52,18.60,10.31 (124.37 %),,2400,44640,0,0,18.60,18.60,18.60
14/04/2003,4.52,18.60,10.31 (124.37 %),,1400,26040,0,0,18.60,18.60,18.60
15/04/2003,4.45,18.30,10.01 (120.75 %),,2000,36600,0,0,18.30,18.30,18.30
16/04/2003,4.38,18.00,9.71 (117.13 %),,1000,18000,0,0,18.00,18.00,18.00
17/04/2003,4.38,18.00,9.71 (117.13 %),,3000,54000,0,0,18.00,18.00,18.00
18/04/2003,4.59,18.90,10.61 (127.99 %),,500,9450,0,0,18.90,18.90,18.90
21/04/2003,4.59,18.90,10.61 (127.99 %),,100,1890,0,0,18.90,18.90,18.90
22/04/2003,4.67,19.20,10.91 (131.60 %),,1000,19200,0,0,19.20,19.20,19.20
23/04/2003,4.67,19.20,10.91 (131.60 %),,200,3840,0,0,19.20,19.20,19.20
24/04/2003,4.67,19.20,10.91 (131.60 %),,300,5760,0,0,19.20,19.20,19.20
25/04/2003,4.67,19.20,10.91 (131.60 %),,600,11520,0,0,19.20,19.20,19.20
28/04/2003,4.62,19.00,10.71 (129.19 %),,1000,19000,0,0,19.00,19.00,19.00
29/04/2003,4.55,18.70,10.41 (125.57 %),,2500,46750,0,0,18.70,18.70,18.70
05/05/2003,4.55,18.70,10.41 (125.57 %),,0,0,0,0,18.70,18.70,18.70
06/05/2003,4.76,19.60,11.31 (136.43 %),,200,3920,0,0,19.60,19.60,19.60
07/05/2003,4.76,19.60,11.31 (136.43 %),,200,3920,0,0,19.60,19.60,19.60
08/05/2003,4.74,19.50,11.21 (135.22 %),,5200,101400,0,0,19.50,19.50,19.50
09/05/2003,4.79,19.70,11.41 (137.64 %),,2200,43340,0,0,19.70,19.70,19.70
12/05/2003,4.79,19.70,11.41 (137.64 %),,1400,27580,0,0,19.70,19.70,19.70
13/05/2003,4.74,19.50,11.21 (135.22 %),,1600,31200,0,0,19.50,19.50,19.50
14/05/2003,4.74,19.50,11.21 (135.22 %),,1100,21450,0,0,19.50,19.50,19.50
15/05/2003,4.57,18.80,10.51 (126.78 %),,900,16920,0,0,18.80,18.80,18.80
16/05/2003,4.79,19.70,11.41 (137.64 %),,400,7880,0,0,19.70,19.70,19.70
19/05/2003,4.79,19.70,11.41 (137.64 %),,500,9850,0,0,19.70,19.70,19.70
20/05/2003,4.74,19.50,11.21 (135.22 %),,1530,29820,0,0,19.00,19.50,19.00
21/05/2003,4.69,19.30,11.01 (132.81 %),,1500,28950,0,0,19.50,19.50,19.30
22/05/2003,4.74,19.50,11.21 (135.22 %),,20,390,0,0,19.30,19.50,19.30
23/05/2003,4.74,19.50,11.21 (135.22 %),,1060,20696,0,0,19.60,19.60,19.50
26/05/2003,4.62,19.00,10.71 (129.19 %),,540,10260,0,0,19.50,19.50,19.00
27/05/2003,4.62,19.00,10.71 (129.19 %),,480,9120,0,0,19.00,19.00,19.00
28/05/2003,4.69,19.30,11.01 (132.81 %),,50,965,0,0,19.00,19.30,19.00
29/05/2003,4.69,19.30,11.01 (132.81 %),,0,0,0,0,19.30,19.30,19.30
30/05/2003,4.69,19.30,11.01 (132.81 %),,610,11773,0,0,19.30,19.30,19.30
02/06/2003,4.69,19.30,11.01 (132.81 %),,530,10208,0,0,18.60,19.30,18.60
03/06/2003,4.69,19.30,11.01 (132.81 %),,0,0,0,0,19.30,19.30,19.30
04/06/2003,4.69,19.30,11.01 (132.81 %),,0,0,0,0,19.30,19.30,19.30
05/06/2003,4.69,19.30,11.01 (132.81 %),,460,8878,0,0,19.30,19.30,19.30
06/06/2003,4.69,19.30,11.01 (132.81 %),,750,14475,0,0,19.30,19.30,19.30
09/06/2003,4.76,19.60,11.31 (136.43 %),,10,196,0,0,19.60,19.60,19.60
10/06/2003,4.72,19.40,11.11 (134.02 %),,800,15520,0,0,19.60,19.60,19.40
11/06/2003,4.74,19.50,11.21 (135.22 %),,500,9750,0,0,19.40,19.50,19.40
12/06/2003,4.76,19.60,11.31 (136.43 %),,550,10780,0,0,19.60,19.60,19.60
13/06/2003,4.69,19.30,11.01 (132.81 %),,2200,42460,0,0,19.60,19.60,19.30
16/06/2003,4.69,19.30,11.01 (132.81 %),,0,0,0,0,19.30,19.30,19.30
17/06/2003,4.76,19.60,11.31 (136.43 %),,10,196,0,0,19.30,19.60,19.30
18/06/2003,4.76,19.60,11.31 (136.43 %),,0,0,0,0,19.60,19.60,19.60
19/06/2003,4.76,19.60,11.31 (136.43 %),,0,0,0,0,19.60,19.60,19.60
20/06/2003,4.76,19.60,11.31 (136.43 %),,200,3920,0,0,19.60,19.60,19.60
23/06/2003,4.76,19.60,11.31 (136.43 %),,0,0,0,0,19.60,19.60,19.60
24/06/2003,4.69,19.30,11.01 (132.81 %),,20,386,0,0,19.60,19.60,19.30
25/06/2003,4.64,19.10,10.81 (130.40 %),,20,382,0,0,19.30,19.30,19.10
26/06/2003,4.76,19.60,11.31 (136.43 %),,10,196,0,0,19.10,19.60,19.10
27/06/2003,4.76,19.60,11.31 (136.43 %),,90,1764,0,0,19.60,19.60,19.60
30/06/2003,4.76,19.60,11.31 (136.43 %),,0,0,0,0,19.60,19.60,19.60
01/07/2003,4.76,19.60,11.31 (136.43 %),,1000,19600,0,0,19.60,19.60,19.60
02/07/2003,4.62,19.00,10.71 (129.19 %),,19800,376200,0,0,19.60,19.60,19.00
03/07/2003,4.74,19.50,11.21 (135.22 %),,400,7800,0,0,19.50,19.50,19.50
04/07/2003,4.76,19.60,11.31 (136.43 %),,150,2940,0,0,19.60,19.60,19.60
07/07/2003,4.76,19.60,11.31 (136.43 %),,100,1960,0,0,19.60,19.60,19.60
08/07/2003,4.72,19.40,11.11 (134.02 %),,140,2696,0,0,19.20,19.40,19.20
09/07/2003,4.67,19.20,10.91 (131.60 %),,850,16270,0,0,19.10,19.20,19.10
10/07/2003,4.67,19.20,10.91 (131.60 %),,1510,28982,0,0,19.10,19.20,19.10
11/07/2003,4.67,19.20,10.91 (131.60 %),,1210,23232,0,0,19.20,19.20,19.20
14/07/2003,4.67,19.20,10.91 (131.60 %),,1870,35903,0,0,19.10,19.20,19.10
15/07/2003,4.69,19.30,11.01 (132.81 %),,100,1930,0,0,19.20,19.30,19.20
16/07/2003,4.64,19.10,10.81 (130.40 %),,14880,284211,0,0,19.40,19.40,19.10
17/07/2003,4.69,19.30,11.01 (132.81 %),,100,1930,0,0,19.10,19.30,19.10
